cycle,event,action,bodies,active_bodies,light,shadow,mercury,threshold,agreements,spread,structural_stability,vitality,viability,field_charge,lattice_coherence,recursion_depth,confidence_decay,avg_trust,avg_fatigue,lineage_density,archetype_resonance,elder_feedback,closures,recursions,suspicious_closures,dream_cycles,rem_cycles,healing_cycles,renewal_cycles,new_variants,unknown_events,alpha_alerts,omega_alerts,alpha_alert,omega_alert
224,contradiction,close,110,28,0.558686,0.421182,0.616781,0.090056,1,0.1956,0.9332,0.841627,0.924388,0.763743,0.721189,0,0.1904,0.670236,0.254545,0.881534,0.867399,0.6225,195,29,6,11,8,10,70,70,0,31,38,False,False
225,contradiction,recurse,110,28,0.615799,0.411428,0.514403,0.087885,0,0.204371,0.921053,0.851629,0.911233,0.783575,0.720961,1,0.1904,0.668973,0.254545,0.88053,0.854388,0.6225,195,30,6,11,8,10,70,70,0,31,38,False,False
226,contradiction,close,110,28,0.579472,0.386454,0.451406,0.085871,1,0.193018,0.922783,0.849614,0.917996,0.780252,0.720764,0,0.187968,0.669623,0.254545,0.879627,0.849213,0.6225,196,30,6,11,8,10,70,70,0,31,38,False,False
227,contradiction,recurse,110,28,0.585033,0.38999,0.29006,0.084082,0,0.294973,0.911401,0.858792,0.905126,0.796441,0.72049,1,0.187968,0.668417,0.254545,0.878815,0.836475,0.6225,196,31,6,11,8,10,70,70,0,31,38,False,False
228,contradiction,recurse,110,28,0.63793,0.384803,0.498067,0.082581,0,0.253127,0.900565,0.86743,0.892451,0.810771,0.720143,2,0.187968,0.667236,0.254545,0.878083,0.823928,0.6225,196,32,6,11,8,10,70,70,0,31,38,False,False
229,contradiction,close,111,28,0.600223,0.380567,0.413515,0.081421,1,0.219656,0.902946,0.864851,0.899614,0.806206,0.719785,1,0.185731,0.666913,0.252252,0.877425,0.811569,0.6225,197,32,6,11,8,10,71,71,0,31,38,False,False
230,contradiction,recurse,112,28,0.60761,0.388096,0.691985,0.080642,0,0.303889,0.892721,0.872847,0.887187,0.819949,0.719328,2,0.185731,0.664842,0.25,0.876832,0.799395,0.6225,197,33,6,11,8,10,72,72,0,32,39,True,True
231,contradiction,recurse,113,28,0.610967,0.40333,0.527792,0.080276,0,0.207637,0.882952,0.88041,0.874938,0.831321,0.718782,3,0.185731,0.662826,0.247788,0.876299,0.787404,0.6225,197,34,6,11,8,10,73,73,0,33,40,True,True
232,contradiction,close,114,28,0.617099,0.416748,0.458968,0.08034,1,0.200351,0.885888,0.877377,0.882463,0.825273,0.718237,2,0.183672,0.66255,0.245614,0.875819,0.775593,0.6225,198,34,6,11,8,10,74,74,0,34,41,True,True
233,contradiction,close,114,28,0.550184,0.397904,0.512224,0.080837,1,0.15228,0.888741,0.87442,0.889939,0.818812,0.717765,1,0.181779,0.663177,0.245614,0.875387,0.782755,0.6225,199,34,6,11,8,10,74,74,0,35,42,True,True
234,contradiction,close,114,28,0.593698,0.363578,0.524118,0.081759,1,0.23012,0.891513,0.871541,0.897364,0.81373,0.717323,0,0.180036,0.663804,0.245614,0.874999,0.771014,0.6225,200,34,6,11,8,10,74,74,0,35,43,False,True
235,contradiction,close,114,28,0.592572,0.388611,0.427897,0.083082,1,0.203961,0.894205,0.868739,0.89874,0.808513,0.71691,0,0.178433,0.664431,0.245614,0.874649,0.759449,0.6225,201,34,6,11,8,10,74,74,0,35,44,False,True
236,contradiction,close,114,28,0.569567,0.359894,0.504222,0.08477,1,0.209673,0.896818,0.866018,0.900069,0.803625,0.716525,0,0.176959,0.665058,0.245614,0.874334,0.748057,0.6225,202,34,6,11,8,10,74,74,0,35,45,False,True
237,contradiction,close,114,28,0.577679,0.366278,0.437875,0.086777,1,0.211401,0.899352,0.863378,0.901354,0.799004,0.716169,0,0.175602,0.665684,0.245614,0.87405,0.736836,0.6225,203,34,6,11,8,10,74,74,0,35,46,False,True
238,contradiction,recurse,114,28,0.588876,0.406261,0.25749,0.089044,0,0.331385,0.889758,0.870742,0.889264,0.812309,0.715755,1,0.175602,0.66465,0.245614,0.873795,0.725784,0.6225,203,35,6,11,8,10,74,74,0,35,47,False,True
239,contradiction,close,114,28,0.554199,0.406433,0.629038,0.091506,1,0.222604,0.892498,0.86797,0.896702,0.80744,0.715371,0,0.174354,0.665277,0.245614,0.873566,0.714897,0.6225,204,35,6,11,8,10,74,74,0,35,48,False,True
240,contradiction,close,114,28,0.575338,0.369694,0.566028,0.094088,1,0.205644,0.895152,0.865293,0.898091,0.802608,0.715016,0,0.173206,0.665904,0.245614,0.873359,0.704174,0.6225,205,35,6,11,8,10,74,74,0,35,49,False,True
241,contradiction,close,115,28,0.547654,0.411974,0.507483,0.096713,2,0.13568,0.89772,0.86271,0.899435,0.797079,0.714699,0,0.172149,0.665443,0.243478,0.873173,0.719871,0.6225,206,35,6,11,8,10,75,75,0,35,50,False,True
242,contradiction,close,115,28,0.534585,0.458804,0.329257,0.094918,1,0.205328,0.900203,0.860222,0.900731,0.792853,0.714376,0,0.171177,0.665443,0.243478,0.873006,0.709073,0.6225,207,35,6,11,8,10,75,75,0,35,51,False,True
243,contradiction,recurse,115,28,0.543462,0.444278,0.334088,0.091748,0,0.209374,0.890094,0.868307,0.888465,0.805856,0.713993,1,0.171177,0.66436,0.243478,0.872855,0.698437,0.6225,207,36,6,11,8,10,75,75,0,35,52,False,True
244,contradiction,close,115,28,0.568263,0.413976,0.472831,0.088672,1,0.154287,0.892786,0.865697,0.895924,0.800604,0.713688,0,0.170283,0.664981,0.243478,0.87272,0.712112,0.6225,208,36,6,11,8,10,75,75,0,35,53,False,True
245,contradiction,close,115,28,0.487959,0.466273,0.453066,0.085771,3,0.034893,0.887626,0.868041,0.891996,0.79402,0.713477,0,0.17746,0.665443,0.243478,0.872598,0.740668,0.6225,209,36,7,11,8,10,75,75,0,35,54,False,True
246,contradiction,close,115,28,0.492855,0.438675,0.35987,0.083121,2,0.132985,0.890368,0.865494,0.893541,0.789222,0.713303,0,0.176064,0.665443,0.243478,0.872488,0.753404,0.6225,210,36,7,11,8,10,75,75,0,35,55,False,True
247,contradiction,close,115,28,0.507841,0.48021,0.438437,0.080788,3,0.069404,0.893014,0.863055,0.895036,0.783864,0.713177,0,0.182778,0.665443,0.243478,0.872389,0.773571,0.6225,211,36,7,11,8,10,75,75,0,35,56,False,True
248,contradiction,close,115,28,0.492833,0.459165,0.484433,0.07883,3,0.033668,0.887807,0.865573,0.89115,0.778369,0.713104,0,0.188956,0.665443,0.243478,0.8723,0.796743,0.6225,212,36,8,11,8,10,75,75,0,35,57,False,True
249,contradiction,close,115,28,0.45254,0.447963,0.416797,0.077293,3,0.035743,0.89113,0.8632,0.893319,0.773278,0.713076,0,0.19802,0.665443,0.243478,0.87222,0.817544,0.6225,213,36,8,11,8,10,75,75,0,35,58,False,True
250,contradiction,close,115,28,0.511398,0.516502,0.408793,0.076209,1,0.107709,0.894339,0.860935,0.895417,0.769553,0.713067,0,0.197058,0.665443,0.243478,0.872148,0.826753,0.6225,214,36,8,11,8,10,75,75,0,35,59,False,True
251,contradiction,close,115,28,0.478372,0.510898,0.495449,0.0756,3,0.032526,0.889045,0.863625,0.891533,0.765068,0.713096,0,0.205473,0.665443,0.243478,0.872083,0.845279,0.6225,215,36,9,11,8,10,75,75,0,35,60,False,True
252,contradiction,close,115,28,0.491086,0.493816,0.320893,0.075471,1,0.172923,0.892284,0.861422,0.89369,0.76288,0.713119,0,0.203916,0.665443,0.243478,0.872025,0.843181,0.6225,216,36,9,11,8,10,75,75,0,35,61,False,True
253,contradiction,close,115,28,0.516512,0.487891,0.465763,0.075814,3,0.050749,0.895409,0.859323,0.895779,0.759199,0.713169,0,0.211782,0.665443,0.243478,0.871973,0.857762,0.6225,217,36,9,11,8,10,75,75,0,35,62,False,True
254,contradiction,close,115,28,0.498151,0.506767,0.52593,0.076606,3,0.027779,0.890034,0.862174,0.891893,0.755488,0.71325,0,0.21902,0.665443,0.243478,0.871925,0.874129,0.6225,218,36,10,11,8,10,75,75,0,35,63,False,True
255,contradiction,close,116,28,0.549242,0.440055,0.603818,0.077814,1,0.163763,0.893195,0.860127,0.894038,0.753972,0.713287,0,0.216378,0.664534,0.241379,0.871883,0.870662,0.6225,219,36,10,11,8,10,76,76,0,35,64,False,True
256,contradiction,close,116,28,0.503988,0.471842,0.582357,0.079391,2,0.110515,0.896246,0.858177,0.896113,0.751888,0.71333,0,0.213948,0.664534,0.241379,0.871845,0.874694,0.6225,220,36,10,11,8,10,76,76,0,35,65,False,True
257,contradiction,close,116,28,0.545601,0.447594,0.569409,0.08128,1,0.121815,0.89919,0.85632,0.898122,0.750165,0.713375,0,0.211712,0.664534,0.241379,0.87181,0.876835,0.6225,221,36,10,11,8,10,76,76,0,35,66,False,True
258,contradiction,close,116,28,0.507492,0.410771,0.465586,0.083416,2,0.096721,0.902032,0.854551,0.900066,0.748272,0.713429,0,0.209655,0.664534,0.241379,0.871779,0.882169,0.6225,222,36,10,11,8,10,76,76,0,35,67,False,True
259,contradiction,close,116,28,0.526161,0.422488,0.416357,0.085727,1,0.109804,0.904775,0.852866,0.901949,0.746744,0.713486,0,0.207763,0.664534,0.241379,0.871751,0.885255,0.6225,223,36,10,11,8,10,76,76,0,35,68,False,True
260,contradiction,close,116,28,0.47526,0.399552,0.327111,0.086516,2,0.148149,0.907424,0.851261,0.903771,0.74591,0.713535,0,0.206022,0.664534,0.241379,0.871726,0.882886,0.6225,224,36,10,11,8,10,76,76,0,35,69,False,True
261,contradiction,close,117,28,0.537243,0.383634,0.334588,0.083224,1,0.202655,0.909983,0.849729,0.90553,0.745955,0.713523,0,0.20442,0.66364,0.239316,0.871703,0.869643,0.6225,225,36,10,11,8,10,77,77,0,35,70,False,True
262,contradiction,close,118,28,0.586538,0.354224,0.508203,0.080086,1,0.232314,0.912454,0.848267,0.907228,0.746479,0.713453,0,0.202946,0.662762,0.237288,0.871683,0.856598,0.6225,226,36,10,11,8,10,78,78,0,35,71,False,True
263,contradiction,close,118,28,0.552457,0.406374,0.491443,0.077185,1,0.146083,0.914843,0.846868,0.908873,0.745826,0.713388,0,0.201591,0.662762,0.237288,0.871665,0.857083,0.6225,227,36,10,11,8,10,78,78,0,35,72,False,True
264,contradiction,close,118,28,0.58019,0.395858,0.397943,0.074598,1,0.184333,0.917153,0.845527,0.910465,0.745789,0.713317,0,0.200343,0.662762,0.237288,0.871648,0.852359,0.6225,228,36,10,11,8,10,78,78,0,35,73,False,True
265,contradiction,close,118,28,0.651579,0.384262,0.451996,0.072396,1,0.267317,0.919389,0.84424,0.912005,0.746953,0.713224,0,0.199196,0.662762,0.237288,0.871633,0.839574,0.6225,229,36,10,11,8,10,78,78,0,35,74,False,True
266,contradiction,recurse,119,28,0.613783,0.367766,0.504039,0.070636,0,0.246017,0.904056,0.85877,0.89764,0.777358,0.713,1,0.199196,0.660323,0.235294,0.87162,0.82698,0.6225,229,37,10,11,8,10,79,79,0,35,75,False,True
267,contradiction,recurse,119,28,0.607035,0.388342,0.500564,0.069368,0,0.218693,0.889143,0.872916,0.88331,0.805961,0.712684,2,0.199196,0.658744,0.235294,0.871608,0.814576,0.6225,229,38,10,11,8,10,79,79,0,35,76,False,True
268,contradiction,recurse,119,28,0.588418,0.377777,0.509291,0.068626,0,0.210641,0.874664,0.886655,0.869034,0.828908,0.71228,3,0.199196,0.657163,0.235294,0.871597,0.802357,0.6225,229,39,10,11,8,10,79,79,0,36,77,True,True
269,contradiction,close,119,28,0.562124,0.39445,0.537644,0.06843,1,0.167674,0.877537,0.884149,0.876743,0.824565,0.711931,2,0.19606,0.657763,0.235294,0.871588,0.804804,0.6225,230,39,10,11,8,10,79,79,0,37,78,True,True
270,contradiction,close,120,28,0.610935,0.396887,0.563714,0.068787,1,0.214049,0.880326,0.881713,0.884393,0.821073,0.711576,1,0.193175,0.657544,0.233333,0.871579,0.792732,0.6225,231,39,10,11,8,10,80,80,0,38,79,True,True
271,contradiction,close,120,28,0.594132,0.345809,0.56449,0.069688,1,0.248322,0.883035,0.879342,0.891989,0.818209,0.711245,0,0.190521,0.658139,0.233333,0.871571,0.780841,0.6225,232,39,10,11,8,10,80,80,0,39,80,True,True
272,contradiction,recurse,120,28,0.572298,0.314855,0.402902,0.07111,0,0.257444,0.868941,0.892628,0.877823,0.840743,0.710829,1,0.190521,0.656594,0.233333,0.871564,0.769128,0.6225,232,40,10,11,8,10,80,80,0,40,81,True,True
273,contradiction,close,120,28,0.637065,0.435523,0.504145,0.073016,1,0.201542,0.872004,0.8899,0.885636,0.836157,0.710441,0,0.18808,0.65719,0.233333,0.871557,0.757592,0.6225,233,40,10,11,8,10,80,80,0,41,82,True,True
274,contradiction,close,120,28,0.536875,0.335651,0.471659,0.075357,1,0.201224,0.874984,0.887233,0.887389,0.83174,0.71008,0,0.185833,0.657785,0.233333,0.871552,0.746228,0.6225,234,40,10,11,8,10,80,80,0,42,83,True,True
275,contradiction,close,120,28,0.546029,0.397173,0.44641,0.07807,1,0.148857,0.877884,0.884624,0.889088,0.826746,0.709786,0,0.183767,0.658381,0.233333,0.871547,0.756264,0.6225,235,40,10,11,8,10,80,80,0,43,84,True,True
276,contradiction,close,120,28,0.5654,0.43246,0.492209,0.081086,2,0.13294,0.880708,0.882068,0.890734,0.821705,0.70956,0,0.181865,0.658976,0.233333,0.871542,0.767546,0.6225,236,40,10,11,8,10,80,80,0,44,85,True,True
277,contradiction,recurse,120,28,0.540851,0.403765,0.776786,0.084324,0,0.373021,0.867461,0.894275,0.876931,0.843934,0.709249,1,0.181865,0.657519,0.233333,0.871538,0.756033,0.6225,236,41,10,11,8,10,80,80,0,45,86,True,True
278,contradiction,close,120,28,0.485097,0.447444,0.427573,0.087701,3,0.057523,0.870623,0.891371,0.884786,0.836809,0.709022,0,0.188116,0.658049,0.233333,0.871534,0.777516,0.6225,237,41,10,11,8,10,80,80,0,46,87,True,True
279,contradiction,close,121,28,0.535758,0.42828,0.384578,0.086516,1,0.15118,0.873704,0.88852,0.88658,0.831258,0.708822,0,0.185867,0.657829,0.231405,0.871531,0.784422,0.6225,238,41,10,11,8,10,81,81,0,47,88,True,True
280,contradiction,close,121,28,0.489742,0.402101,0.338201,0.084273,1,0.151541,0.876708,0.885721,0.888316,0.825892,0.708674,0,0.183797,0.658419,0.231405,0.871527,0.790658,0.6225,239,41,10,11,8,10,81,81,0,48,89,True,True
281,contradiction,close,121,28,0.552186,0.397618,0.472064,0.082202,2,0.154568,0.879636,0.882969,0.889997,0.820734,0.708573,0,0.181894,0.65901,0.231405,0.871525,0.795924,0.6225,240,41,10,11,8,10,81,81,0,49,90,True,True
282,contradiction,close,121,28,0.493781,0.435836,0.495665,0.080372,3,0.059829,0.882493,0.880264,0.891626,0.814402,0.708538,0,0.188142,0.659536,0.231405,0.871522,0.813505,0.6225,241,41,10,11,8,10,81,81,0,50,91,True,True
283,contradiction,close,121,28,0.521087,0.416841,0.402857,0.078848,1,0.11823,0.88528,0.877602,0.893204,0.809097,0.708551,0,0.185891,0.660126,0.231405,0.87152,0.82162,0.6225,242,41,10,11,8,10,81,81,0,50,92,False,True
284,contradiction,close,121,28,0.489658,0.425167,0.379027,0.077686,2,0.110631,0.888,0.874982,0.894729,0.803844,0.708585,0,0.18382,0.660214,0.231405,0.871518,0.83003,0.6225,243,41,10,11,8,10,81,81,0,50,93,False,True
285,contradiction,close,121,28,0.501186,0.418655,0.45018,0.07693,2,0.082531,0.890654,0.872403,0.896205,0.798352,0.70864,0,0.181914,0.660214,0.231405,0.871516,0.841476,0.6225,244,41,10,11,8,10,81,81,0,50,94,False,True
286,contradiction,close,121,28,0.543875,0.489306,0.501303,0.076616,3,0.054568,0.893244,0.869865,0.897633,0.792636,0.70872,0,0.188161,0.660214,0.231405,0.871515,0.855668,0.6225,245,41,10,11,8,10,81,81,0,50,95,False,True
287,contradiction,close,121,28,0.470001,0.464495,0.445475,0.076763,3,0.024526,0.888012,0.872216,0.893656,0.786682,0.70883,0,0.193908,0.660214,0.231405,0.871513,0.872637,0.6225,246,41,11,11,8,10,81,81,0,50,96,False,True
288,contradiction,close,122,28,0.488294,0.438511,0.437496,0.077379,3,0.050799,0.890713,0.869611,0.895165,0.781293,0.708929,0,0.199195,0.659393,0.229508,0.871512,0.884533,0.6225,247,41,11,11,8,10,82,82,0,50,97,False,True
289,contradiction,close,122,28,0.483441,0.420121,0.393132,0.078456,2,0.090309,0.893347,0.867051,0.896623,0.776631,0.709034,0,0.19606,0.659393,0.229508,0.871511,0.890024,0.6225,248,41,11,11,8,10,82,82,0,50,98,False,True
290,contradiction,close,122,28,0.503201,0.466366,0.405875,0.079975,2,0.097326,0.896545,0.864536,0.898625,0.77221,0.709142,0,0.195255,0.659393,0.229508,0.87151,0.894073,0.6225,249,41,11,11,8,10,82,82,0,50,99,False,True
291,contradiction,close,122,28,0.494371,0.456486,0.469012,0.081901,3,0.037885,0.899661,0.862067,0.900561,0.767093,0.709268,0,0.203815,0.659393,0.229508,0.871509,0.905783,0.6225,250,41,11,11,8,10,82,82,0,50,100,False,True
292,contradiction,close,122,28,0.530903,0.425131,0.424773,0.084189,1,0.10613,0.902694,0.859646,0.902432,0.76311,0.70939,0,0.202389,0.659393,0.229508,0.871508,0.907225,0.6225,251,41,11,11,8,10,82,82,0,50,101,False,True
293,contradiction,close,123,28,0.509541,0.429399,0.495004,0.086781,3,0.080143,0.905647,0.857272,0.904239,0.758894,0.709487,0,0.210378,0.658585,0.227642,0.871507,0.912046,0.6225,252,41,11,11,8,10,83,83,0,50,102,False,True
294,contradiction,close,123,28,0.520341,0.437354,0.592877,0.089609,2,0.155524,0.908521,0.854949,0.905984,0.755883,0.709567,0,0.208428,0.658585,0.227642,0.871506,0.906257,0.6225,253,41,11,11,8,10,83,83,0,50,103,False,True
295,contradiction,close,124,28,0.54429,0.42822,0.468728,0.092599,2,0.11607,0.911316,0.852677,0.907669,0.752419,0.709615,0,0.206634,0.65779,0.225806,0.871506,0.906314,0.6225,254,41,11,11,8,10,84,84,0,50,104,False,True
296,contradiction,close,124,28,0.528464,0.43378,0.531701,0.09567,2,0.097921,0.914033,0.850459,0.909298,0.748833,0.709665,0,0.204983,0.65779,0.225806,0.871505,0.908817,0.6225,255,41,11,11,8,10,84,84,0,50,105,False,True
297,contradiction,close,125,28,0.557018,0.434197,0.428809,0.096885,1,0.128209,0.916673,0.848297,0.91087,0.745818,0.709681,0,0.203464,0.657007,0.224,0.871505,0.907006,0.6225,256,41,11,11,8,10,85,85,0,50,106,False,True
298,contradiction,close,125,28,0.574987,0.391599,0.392397,0.094149,1,0.183388,0.919238,0.846192,0.912388,0.743706,0.709678,0,0.202067,0.657007,0.224,0.871504,0.897908,0.6225,257,41,11,11,8,10,85,85,0,50,107,False,True
299,contradiction,close,125,28,0.58402,0.382381,0.548463,0.091459,1,0.201639,0.921727,0.844146,0.913854,0.741945,0.709648,0,0.200782,0.657007,0.224,0.871504,0.884439,0.6225,258,41,11,11,8,10,85,85,0,50,108,False,True
300,contradiction,close,125,28,0.510109,0.431495,0.441182,0.088895,3,0.078615,0.924141,0.842163,0.915273,0.73855,0.709634,0,0.208899,0.657007,0.224,0.871503,0.891517,0.6225,259,41,11,11,8,10,85,85,0,50,109,False,True
301,contradiction,close,126,28,0.543082,0.387832,0.367461,0.086531,1,0.175621,0.926481,0.840242,0.916642,0.736694,0.709579,0,0.207067,0.656237,0.222222,0.871503,0.884862,0.6225,260,41,11,11,8,10,86,86,0,50,110,False,True
302,contradiction,close,127,28,0.603564,0.376085,0.416543,0.084432,1,0.227479,0.928748,0.838387,0.917962,0.735679,0.709473,0,0.205382,0.65548,0.220472,0.871503,0.871589,0.6225,261,41,11,11,8,10,87,87,0,50,111,False,True
303,contradiction,close,128,28,0.537697,0.370872,0.395749,0.082658,1,0.166825,0.930942,0.836599,0.919236,0.733898,0.709338,0,0.203831,0.654734,0.21875,0.871502,0.867915,0.6225,262,41,11,11,8,10,88,88,0,50,112,False,True
304,contradiction,close,128,28,0.580356,0.396207,0.422651,0.081256,1,0.184149,0.933063,0.83488,0.920469,0.732491,0.709199,0,0.202405,0.654734,0.21875,0.871502,0.862232,0.6225,263,41,11,11,8,10,88,88,0,50,113,False,True
305,contradiction,close,128,28,0.58712,0.358935,0.537962,0.080262,1,0.228185,0.935113,0.83323,0.921659,0.731823,0.709041,0,0.201093,0.654734,0.21875,0.871502,0.849299,0.6225,264,41,11,11,8,10,88,88,0,50,114,False,True
306,contradiction,close,128,28,0.57251,0.363395,0.59341,0.079698,1,0.230014,0.937093,0.831651,0.922811,0.731275,0.708865,0,0.199885,0.654734,0.21875,0.871502,0.836559,0.6225,265,41,11,11,8,10,88,88,0,50,115,False,True
307,contradiction,recurse,128,28,0.596259,0.374115,0.515814,0.079575,0,0.222144,0.92568,0.840845,0.910072,0.75078,0.708623,1,0.199885,0.65374,0.21875,0.871502,0.824011,0.6225,265,42,11,11,8,10,88,88,0,50,116,False,True
308,contradiction,recurse,128,28,0.587648,0.372878,0.472159,0.079887,0,0.214771,0.914421,0.850003,0.897365,0.769686,0.708317,2,0.199885,0.652727,0.21875,0.871501,0.811651,0.6225,265,43,11,11,8,10,88,88,0,50,117,False,True
309,contradiction,close,128,28,0.574894,0.387787,0.5207,0.080618,1,0.187107,0.916987,0.848003,0.90491,0.766877,0.708052,1,0.198774,0.653269,0.21875,0.871501,0.810633,0.6225,266,43,11,11,8,10,88,88,0,50,118,False,True
310,contradiction,close,128,28,0.580006,0.391597,0.427968,0.081737,1,0.188409,0.919461,0.846094,0.912408,0.764318,0.707826,0,0.197752,0.653811,0.21875,0.871501,0.809531,0.6225,267,43,11,11,8,10,88,88,0,50,119,False,True
311,contradiction,close,128,28,0.576282,0.383971,0.535873,0.083202,1,0.192312,0.921847,0.844277,0.913859,0.762038,0.707634,0,0.196812,0.654354,0.21875,0.871501,0.808001,0.6225,268,43,11,11,8,10,88,88,0,50,120,False,True
312,contradiction,close,128,28,0.551816,0.359387,0.533476,0.08496,1,0.19243,0.924146,0.842549,0.915265,0.759975,0.707469,0,0.195947,0.654734,0.21875,0.871501,0.806593,0.6225,269,43,11,11,8,10,88,88,0,50,121,False,True
313,contradiction,close,128,28,0.540691,0.397912,0.362271,0.086949,1,0.178419,0.926361,0.84091,0.916627,0.757923,0.707313,0,0.195151,0.654734,0.21875,0.871501,0.807203,0.6225,270,43,11,11,8,10,88,88,0,50,122,False,True
314,contradiction,close,128,28,0.562333,0.404305,0.533305,0.0891,1,0.158028,0.928493,0.839357,0.917946,0.755794,0.707171,0,0.194419,0.654734,0.21875,0.871501,0.810511,0.6225,271,43,11,11,8,10,88,88,0,50,123,False,True
315,contradiction,close,128,28,0.547819,0.388541,0.3634,0.09134,1,0.184419,0.930545,0.837888,0.919224,0.754249,0.707035,0,0.193746,0.654734,0.21875,0.871501,0.809958,0.6225,272,43,11,11,8,10,88,88,0,50,124,False,True
316,contradiction,close,128,28,0.562833,0.444841,0.423085,0.08875,1,0.139748,0.93252,0.836501,0.920463,0.752264,0.706917,0,0.193126,0.654734,0.21875,0.871501,0.815486,0.6225,273,43,11,11,8,10,88,88,0,50,125,False,True
317,contradiction,close,128,28,0.503473,0.443179,0.485699,0.085314,3,0.060294,0.934419,0.835193,0.921666,0.749372,0.706837,0,0.201856,0.654734,0.21875,0.871501,0.831243,0.6225,274,43,11,11,8,10,88,88,0,50,126,False,True
318,contradiction,close,129,28,0.518769,0.455106,0.372848,0.08204,1,0.145921,0.936245,0.833961,0.92283,0.747929,0.70674,0,0.200588,0.653999,0.217054,0.871501,0.834022,0.6225,275,43,11,11,8,10,89,89,0,50,127,False,True
319,contradiction,close,129,28,0.518085,0.439682,0.502745,0.079012,3,0.078403,0.938001,0.832802,0.92396,0.745715,0.70667,0,0.208721,0.653999,0.217054,0.8715,0.845665,0.6225,276,43,11,11,8,10,89,89,0,50,128,False,True
320,contradiction,close,130,28,0.503441,0.471336,0.447742,0.076305,3,0.055699,0.93969,0.831712,0.925056,0.743392,0.706606,0,0.216203,0.653276,0.215385,0.8715,0.859326,0.6225,277,43,11,11,8,10,90,90,0,50,129,False,True
321,contradiction,close,130,28,0.508561,0.491708,0.63373,0.073986,1,0.142022,0.941314,0.830687,0.926118,0.742486,0.706546,0,0.213787,0.653276,0.215385,0.8715,0.860104,0.6225,278,43,11,11,8,10,90,90,0,50,130,False,True
322,contradiction,close,131,28,0.508193,0.48183,0.548777,0.072113,3,0.066948,0.942877,0.829723,0.927148,0.740661,0.706485,0,0.220864,0.652564,0.21374,0.8715,0.870947,0.6225,279,43,11,11,8,10,91,91,0,50,131,False,True
323,contradiction,close,131,28,0.512147,0.489598,0.509343,0.07073,3,0.022548,0.93599,0.833666,0.922448,0.738387,0.706459,0,0.227375,0.652564,0.21374,0.8715,0.886807,0.6225,280,43,12,11,8,10,91,91,0,50,132,False,True
324,contradiction,close,132,28,0.506133,0.443613,0.399709,0.069867,2,0.106424,0.937689,0.832667,0.923595,0.737473,0.706415,0,0.224065,0.651863,0.212121,0.8715,0.889917,0.6225,281,43,12,11,8,10,92,92,0,50,133,False,True
325,contradiction,close,133,28,0.471064,0.429527,0.527853,0.069542,2,0.098326,0.939328,0.83172,0.924705,0.736555,0.706356,0,0.221019,0.651172,0.210526,0.8715,0.893841,0.6225,282,43,12,11,8,10,93,93,0,50,134,False,True
326,contradiction,close,134,28,0.487519,0.469187,0.467807,0.069757,3,0.019711,0.932519,0.83567,0.920065,0.734638,0.706304,0,0.227518,0.650492,0.208955,0.8715,0.908024,0.6225,283,43,13,11,8,10,94,94,0,50,135,False,True
327,contradiction,close,134,28,0.494915,0.474755,0.491472,0.0705,3,0.020161,0.925907,0.839518,0.915543,0.732868,0.70628,0,0.233496,0.650492,0.208955,0.8715,0.92087,0.6225,284,43,14,11,8,10,94,94,0,50,136,False,True
328,contradiction,close,134,28,0.521424,0.465191,0.573036,0.071744,2,0.107844,0.927879,0.838413,0.916909,0.732451,0.706257,0,0.229697,0.650492,0.208955,0.8715,0.920723,0.6225,285,43,14,11,8,10,94,94,0,50,137,False,True
329,contradiction,close,135,28,0.485971,0.455236,0.535917,0.073449,2,0.080681,0.929787,0.83735,0.918231,0.731699,0.706218,0,0.226201,0.649822,0.207407,0.8715,0.924256,0.6225,286,43,14,11,8,10,95,95,0,50,138,False,True
330,contradiction,close,136,28,0.529424,0.416129,0.37139,0.075565,1,0.158034,0.931637,0.836324,0.919509,0.732082,0.706143,0,0.222985,0.649161,0.205882,0.8715,0.917028,0.6225,287,43,14,11,8,10,96,96,0,50,139,False,True
331,contradiction,close,136,28,0.499697,0.454932,0.281228,0.078027,1,0.218469,0.93343,0.83533,0.920745,0.733297,0.706044,0,0.220026,0.649161,0.205882,0.8715,0.903273,0.6225,288,43,14,11,8,10,96,96,0,50,140,False,True
332,contradiction,close,136,28,0.53492,0.425718,0.362624,0.080764,1,0.172297,0.93517,0.834364,0.921941,0.733797,0.705935,0,0.217304,0.649161,0.205882,0.8715,0.896008,0.6225,289,43,14,11,8,10,96,96,0,50,141,False,True
333,contradiction,close,136,28,0.515292,0.423644,0.411508,0.083699,1,0.103784,0.936861,0.833421,0.9231,0.733296,0.705837,0,0.2148,0.649161,0.205882,0.8715,0.898647,0.6225,290,43,14,11,8,10,96,96,0,50,142,False,True
334,contradiction,close,136,28,0.556388,0.361952,0.528501,0.084665,1,0.194437,0.938506,0.832496,0.924221,0.73406,0.705717,0,0.212496,0.649161,0.205882,0.8715,0.885167,0.6225,291,43,14,11,8,10,96,96,0,50,143,False,True
335,contradiction,close,137,28,0.521217,0.420515,0.47217,0.082033,2,0.100702,0.940106,0.831585,0.925306,0.733436,0.705588,0,0.210376,0.64851,0.20438,0.8715,0.889197,0.6225,292,43,14,11,8,10,97,97,0,50,144,False,True
