cycle,agent_count,self_state,stability,adaptive_score,rigidity,agent_consensus,agent_dissent,agent_dominance,agent_contradiction,truth_load,shadow_load,correction,reputations,hash
205,2,-0.1423,0.967125,0.834508,0.503035,-0.244351,0.07404,0.536876,0.04936,0.090246,0.076034,-0.034618,"{'agent_logic': 0.90956, 'agent_skeptic': 0.857115}",1ee1fe01f3e58aa4a4ac867c071ab33fdd631776d4368b83e12d92fc256901d8
206,2,-0.135742,0.973058,0.833854,0.506268,-0.160411,0.058865,0.537297,0.039243,0.09011,0.07302,0.026211,"{'agent_logic': 0.913198, 'agent_skeptic': 0.860412}",67b4404c43d2173377e04636de85fbc06575c6f8da7d3f1beb24035490bec85b
207,2,-0.144562,0.981125,0.832852,0.514359,-0.328299,0.002299,0.526406,0.001533,0.101184,0.063095,-0.035203,"{'agent_logic': 0.907513, 'agent_skeptic': 0.857618}",7179bf9fe453804ec3f6ee70363fa879f5a9f7ace384bba652ec573f40864fb4
208,2,-0.157308,0.956451,0.835507,0.498652,-0.339586,0.106407,0.530933,0.070938,0.111681,0.068055,-0.050988,"{'agent_logic': 0.896136, 'agent_skeptic': 0.862004}",c02f67f171e4e7a1d651c1c23408d4927928dc5187ec1c0084dbe0cd000a8d00
209,2,-0.16391,0.981115,0.832854,0.51464,-0.306189,0.020389,0.525536,0.013593,0.118692,0.061171,-0.026359,"{'agent_logic': 0.894992, 'agent_skeptic': 0.860461}",d99a3fdec3a4b4964eb417c7be0530db51344a4413409cffc8d727198c739c98
210,2,-0.17709,0.952458,0.835822,0.502838,-0.336772,0.124813,0.538319,0.083208,0.1269,0.068786,-0.052753,"{'agent_logic': 0.884797, 'agent_skeptic': 0.867315}",c477b16edccfb707bf5c5c2fed88bf5a90a5b7dc45080711a1f32245d9daf45f
211,2,-0.175799,0.986025,0.83218,0.511427,-0.247947,0.032548,0.519793,0.021699,0.128202,0.063375,0.005154,"{'agent_logic': 0.885504, 'agent_skeptic': 0.872977}",a9060da9dcdfcacbb5b861b04fb17ba789b476b2c8dfe30c57952d55b961bbd1
212,2,-0.176898,0.972426,0.833927,0.491715,-0.256991,0.106794,0.510156,0.071196,0.12995,0.068346,-0.004395,"{'agent_logic': 0.881291, 'agent_skeptic': 0.878866}",3a254501b78621ec695928df196f7cddfca39285b28fbfdf74a314aeef1b45c6
213,2,-0.19005,0.966545,0.834568,0.50693,-0.398338,0.04896,0.511808,0.03264,0.140912,0.065125,-0.052534,"{'agent_logic': 0.873048, 'agent_skeptic': 0.876644}",9379731a0119d5914e1d9bd393b6f5bcb7b4567b8faa9677cb45bd849e8b43ed
214,2,-0.182791,0.969904,0.834211,0.497632,-0.165891,0.075069,0.507054,0.050046,0.135062,0.065738,0.029008,"{'agent_logic': 0.877239, 'agent_skeptic': 0.878464}",49aaf7c830da974fdc51e991d3ef75cea1567bbfddc64a9b4ddd06b877f374f7
215,2,-0.18607,0.958524,0.835331,0.482474,-0.238003,0.162175,0.511325,0.108117,0.134722,0.077558,-0.01313,"{'agent_logic': 0.871978, 'agent_skeptic': 0.878921}",a069490d3d523349ae114d402d3d9e0def5d36ba0c2cc8ebeb0f55ad9cc9b39f
216,2,-0.197547,0.952717,0.835802,0.487251,-0.366099,0.128374,0.503973,0.085583,0.142962,0.083341,-0.04592,"{'agent_logic': 0.861905, 'agent_skeptic': 0.883836}",57cfc654ec167ddbb115860e57a01841c6f3407dfeb1072efee00dac7a789d49
217,2,-0.195501,0.980402,0.832948,0.508254,-0.230198,0.049802,0.514411,0.033202,0.141153,0.078129,0.008173,"{'agent_logic': 0.865035, 'agent_skeptic': 0.889986}",1255b992a16d8f6e8927c52cec5e1d4472e3d86570bd1480fcffdf237402c777
218,2,-0.181222,0.94367,0.836403,0.480693,-0.058401,0.154907,0.508451,0.103271,0.128108,0.087271,0.05717,"{'agent_logic': 0.871365, 'agent_skeptic': 0.879766}",a36ca16cc3d2a733a681d6409bbcec13c730fbe528dad1349710000dd8b4a6be
219,2,-0.182777,0.97325,0.833832,0.489756,-0.197376,0.088619,0.50183,0.059079,0.125893,0.086541,-0.006216,"{'agent_logic': 0.872909, 'agent_skeptic': 0.882519}",9f93b5c464271ca2b5d3b7885a55248f001245d1bb4e1b396fe37bb2e6ee02c9
220,2,-0.18836,0.962995,0.834921,0.492124,-0.312231,0.113269,0.512505,0.075513,0.131601,0.089108,-0.022335,"{'agent_logic': 0.866476, 'agent_skeptic': 0.889102}",c0e5d04d3f4de12c937896e3d62a51958020b75a4d01ac9844fbc1f3b027e47d
